datetime,solar_rad,wind_avg,wind_dir,wind_max,air_temp,humidity,dew_point,wet_bulb,precip
2026-08-04 19:00,6.1,0.0,297,7.0,74.0,31,41.0,55.0,0.0
2026-08-04 20:00,0.3,3.0,344,7.0,70.0,33,40.0,53.0,0.0
2026-08-04 21:00,0.0,4.0,24,10.0,68.0,36,40.0,52.0,0.0
2026-08-04 22:00,0.0,5.0,38,9.0,67.0,38,41.0,52.0,0.0
2026-08-04 23:00,0.0,7.0,33,12.0,66.0,38,40.0,51.0,0.0
2026-08-05 00:00,0.0,7.0,34,11.0,67.0,38,41.0,52.0,0.0
2026-08-05 01:00,0.0,7.0,30,11.0,67.0,38,41.0,52.0,0.0
2026-08-05 02:00,0.0,9.0,31,12.0,68.0,35,39.0,52.0,0.0
2026-08-05 03:00,0.0,7.0,36,11.0,69.0,29,35.0,51.0,0.0
2026-08-05 04:00,0.0,5.0,45,8.0,69.0,32,38.0,52.0,0.0
2026-08-05 05:00,0.1,4.0,60,9.0,69.0,35,40.0,53.0,0.0
2026-08-05 06:00,1.6,4.0,86,6.0,70.0,36,42.0,54.0,0.0
2026-08-05 07:00,13.5,2.0,105,6.0,77.0,32,45.0,57.0,0.0
2026-08-05 08:00,30.5,1.0,219,3.0,79.0,20,35.0,54.0,0.0
2026-08-05 09:00,46.6,2.0,223,5.0,80.0,20,35.0,55.0,0.0
2026-08-05 10:00,60.3,2.0,206,5.0,83.0,28,47.0,60.0,0.0
2026-08-05 11:00,70.4,2.0,267,6.0,83.0,30,48.0,61.0,0.0
2026-08-05 12:00,76.0,2.0,294,6.0,85.0,27,47.0,61.0,0.0
2026-08-05 13:00,78.9,3.0,292,9.0,87.0,24,46.0,61.0,0.0
2026-08-05 14:00,76.1,2.0,281,9.0,89.0,21,44.0,61.0,0.0
2026-08-05 15:00,68.2,2.0,284,7.0,90.0,20,44.0,61.0,0.0
2026-08-05 16:00,55.7,1.0,281,7.0,91.0,23,48.0,63.0,0.0
2026-08-05 17:00,39.7,0.0,228,6.0,89.0,25,49.0,63.0,0.0
2026-08-05 18:00,23.9,1.0,139,9.0,84.0,32,51.0,62.0,0.0
2026-08-05 19:00,6.3,1.0,247,5.0,75.0,46,53.0,61.0,0.0
2026-08-05 20:00,0.3,2.0,23,4.0,70.0,53,52.0,59.0,0.0
2026-08-05 21:00,0.0,7.0,34,10.0,69.0,52,51.0,57.0,0.0
2026-08-05 22:00,0.0,7.0,34,11.0,69.0,48,49.0,56.0,0.0
2026-08-05 23:00,0.0,7.0,25,10.0,68.0,50,49.0,56.0,0.0
2026-08-06 00:00,0.0,5.0,22,10.0,69.0,49,49.0,57.0,0.0
2026-08-06 01:00,0.0,6.0,25,8.0,69.0,46,47.0,56.0,0.0
2026-08-06 02:00,0.0,6.0,37,10.0,70.0,40,45.0,55.0,0.0
2026-08-06 03:00,0.0,5.0,43,11.0,69.0,42,45.0,55.0,0.0
2026-08-06 04:00,0.0,4.0,76,9.0,68.0,48,48.0,55.0,0.0
2026-08-06 05:00,0.1,4.0,95,7.0,68.0,48,48.0,55.0,0.0
2026-08-06 06:00,1.5,3.0,113,6.0,71.0,45,49.0,57.0,0.0
2026-08-06 07:00,13.2,2.0,159,5.0,77.0,34,47.0,58.0,0.0
2026-08-06 08:00,30.4,2.0,188,6.0,80.0,34,49.0,60.0,0.0
2026-08-06 09:00,45.9,3.0,216,7.0,82.0,31,48.0,61.0,0.0
2026-08-06 10:00,60.2,4.0,218,11.0,83.0,31,49.0,61.0,0.0
2026-08-06 11:00,69.9,4.0,219,7.0,84.0,34,53.0,63.0,0.0
2026-08-06 12:00,76.1,2.0,305,8.0,86.0,32,53.0,64.0,0.0
2026-08-06 13:00,77.8,2.0,284,6.0,88.0,28,51.0,64.0,0.0
2026-08-06 14:00,74.7,3.0,280,9.0,89.0,28,52.0,64.0,0.0
2026-08-06 15:00,67.1,2.0,285,7.0,90.0,25,49.0,64.0,0.0
2026-08-06 16:00,55.0,2.0,261,9.0,90.0,25,49.0,64.0,0.0
2026-08-06 17:00,40.9,3.0,278,9.0,86.0,25,46.0,61.0,0.0
2026-08-06 18:00,24.2,3.0,279,7.0,81.0,28,45.0,59.0,0.0
2026-08-06 19:00,5.9,3.0,268,5.0,74.0,27,38.0,53.0,0.0
2026-08-06 20:00,0.3,2.0,255,4.0,71.0,31,39.0,53.0,0.0
2026-08-06 21:00,0.0,5.0,28,8.0,70.0,47,49.0,57.0,0.0
2026-08-06 22:00,0.0,3.0,54,7.0,69.0,53,51.0,58.0,0.0
2026-08-06 23:00,0.0,4.0,54,8.0,70.0,47,49.0,57.0,0.0
2026-08-07 00:00,0.0,3.0,64,7.0,70.0,50,51.0,58.0,0.0
2026-08-07 01:00,0.0,3.0,85,5.0,69.0,51,50.0,57.0,0.0
2026-08-07 02:00,0.0,1.0,245,3.0,69.0,48,49.0,56.0,0.0
2026-08-07 03:00,0.0,1.0,246,3.0,69.0,47,48.0,56.0,0.0
2026-08-07 04:00,0.0,2.0,316,4.0,69.0,48,49.0,56.0,0.0
2026-08-07 05:00,0.1,0.0,247,3.0,68.0,46,46.0,55.0,0.0
2026-08-07 06:00,1.2,4.0,84,5.0,66.0,59,51.0,57.0,0.0
2026-08-07 07:00,13.3,2.0,43,5.0,74.0,48,53.0,60.0,0.0
2026-08-07 08:00,31.4,4.0,24,7.0,74.0,46,52.0,60.0,0.0
2026-08-07 09:00,47.0,4.0,21,7.0,77.0,40,51.0,60.0,0.0
2026-08-07 10:00,60.2,1.0,323,6.0,81.0,38,53.0,63.0,0.0
2026-08-07 11:00,71.0,2.0,354,8.0,82.0,34,51.0,62.0,0.0
2026-08-07 12:00,77.4,1.0,303,6.0,85.0,28,48.0,62.0,0.0
2026-08-07 13:00,79.1,2.0,296,6.0,87.0,28,50.0,63.0,0.0
2026-08-07 14:00,76.6,2.0,286,9.0,88.0,26,49.0,63.0,0.0
2026-08-07 15:00,69.8,1.0,277,7.0,90.0,20,44.0,61.0,0.0
2026-08-07 16:00,57.2,2.0,267,7.0,89.0,24,48.0,62.0,0.0
2026-08-07 17:00,42.3,1.0,265,8.0,87.0,24,46.0,61.0,0.0
2026-08-07 18:00,25.3,1.0,243,6.0,83.0,31,49.0,61.0,0.0
2026-08-07 19:00,5.8,0.0,240,6.0,72.0,39,46.0,56.0,0.0
2026-08-07 20:00,0.3,3.0,32,6.0,69.0,36,41.0,53.0,0.0
2026-08-07 21:00,0.0,3.0,32,8.0,67.0,38,41.0,52.0,0.0
2026-08-07 22:00,0.0,1.0,0,6.0,65.0,46,44.0,53.0,0.0
2026-08-07 23:00,0.0,2.0,20,6.0,64.0,52,46.0,53.0,0.0
2026-08-08 00:00,0.0,1.0,290,4.0,64.0,47,43.0,52.0,0.0
2026-08-08 01:00,0.0,3.0,323,5.0,62.0,53,45.0,52.0,0.0
2026-08-08 02:00,0.0,6.0,44,10.0,65.0,42,41.0,51.0,0.0
2026-08-08 03:00,0.0,6.0,45,12.0,65.0,42,41.0,51.0,0.0
2026-08-08 04:00,0.0,4.0,21,11.0,65.0,41,41.0,51.0,0.0
2026-08-08 05:00,0.1,2.0,316,9.0,60.0,55,44.0,51.0,0.0
2026-08-08 06:00,1.1,3.0,4,8.0,60.0,61,47.0,52.0,0.0
2026-08-08 07:00,13.2,4.0,13,7.0,65.0,52,47.0,54.0,0.0
2026-08-08 08:00,31.2,2.0,1,10.0,68.0,46,46.0,55.0,0.0
2026-08-08 09:00,47.0,4.0,40,13.0,71.0,42,47.0,56.0,0.0
2026-08-08 10:00,60.9,5.0,46,14.0,74.0,37,46.0,57.0,0.0
2026-08-08 11:00,71.6,1.0,278,6.0,77.0,34,47.0,58.0,0.0
2026-08-08 12:00,78.3,2.0,318,8.0,79.0,28,43.0,57.0,0.0
2026-08-08 13:00,80.3,2.0,1,7.0,83.0,22,40.0,58.0,0.0
2026-08-08 14:00,77.2,1.0,352,9.0,85.0,23,43.0,59.0,0.0
2026-08-08 15:00,69.7,2.0,323,8.0,85.0,23,43.0,59.0,0.0
2026-08-08 16:00,57.8,1.0,280,8.0,85.0,23,43.0,59.0,0.0
2026-08-08 17:00,43.3,1.0,26,8.0,84.0,23,42.0,59.0,0.0
2026-08-08 18:00,26.5,1.0,249,7.0,81.0,25,42.0,58.0,0.0
2026-08-08 19:00,5.9,0.0,290,7.0,71.0,46,49.0,57.0,0.0
2026-08-08 20:00,0.2,0.0,278,5.0,64.0,58,49.0,55.0,0.0
2026-08-08 21:00,0.0,1.0,285,3.0,62.0,57,47.0,53.0,0.0
2026-08-08 22:00,0.0,2.0,272,4.0,61.0,52,43.0,51.0,0.0
2026-08-08 23:00,0.0,0.0,244,5.0,60.0,53,43.0,50.0,0.0
2026-08-09 00:00,0.0,1.0,336,7.0,59.0,51,41.0,49.0,0.0
2026-08-09 01:00,0.0,4.0,34,8.0,59.0,46,38.0,48.0,0.0
2026-08-09 02:00,0.0,4.0,52,9.0,58.0,47,38.0,47.0,0.0
2026-08-09 03:00,0.0,5.0,48,11.0,57.0,50,39.0,47.0,0.0
2026-08-09 04:00,0.0,5.0,39,11.0,59.0,46,38.0,48.0,0.0
2026-08-09 05:00,0.1,9.0,40,13.0,57.0,50,39.0,47.0,0.0
2026-08-09 06:00,1.0,6.0,51,13.0,62.0,46,41.0,50.0,0.0
2026-08-09 07:00,12.6,4.0,29,12.0,62.0,46,41.0,50.0,0.0
2026-08-09 08:00,30.7,5.0,45,10.0,66.0,41,42.0,52.0,0.0
2026-08-09 09:00,46.5,5.0,53,10.0,68.0,40,43.0,53.0,0.0
2026-08-09 10:00,60.6,2.0,10,10.0,71.0,39,45.0,55.0,0.0
2026-08-09 11:00,71.7,1.0,278,7.0,75.0,35,46.0,57.0,0.0
2026-08-09 12:00,76.8,1.0,281,7.0,77.0,32,45.0,57.0,0.0
2026-08-09 13:00,80.5,2.0,9,6.0,80.0,20,35.0,55.0,0.0
2026-08-09 14:00,77.9,2.0,21,8.0,81.0,24,41.0,57.0,0.0
2026-08-09 15:00,70.2,1.0,325,9.0,83.0,20,38.0,57.0,0.0
2026-08-09 16:00,58.5,2.0,347,8.0,83.0,21,39.0,57.0,0.0
2026-08-09 17:00,43.7,1.0,99,8.0,82.0,22,39.0,57.0,0.0
2026-08-09 18:00,26.8,1.0,248,8.0,78.0,25,39.0,55.0,0.0
2026-08-09 19:00,5.6,1.0,170,7.0,67.0,49,47.0,55.0,0.0
2026-08-09 20:00,0.2,1.0,237,4.0,61.0,59,47.0,52.0,0.0
2026-08-09 21:00,0.0,2.0,24,7.0,60.0,58,45.0,51.0,0.0
2026-08-09 22:00,0.0,2.0,23,7.0,58.0,59,44.0,50.0,0.0
2026-08-09 23:00,0.0,0.0,273,6.0,56.0,59,42.0,48.0,0.0
2026-08-10 00:00,0.0,2.0,4,7.0,56.0,59,42.0,48.0,0.0
2026-08-10 01:00,0.0,3.0,21,6.0,55.0,61,42.0,48.0,0.0
2026-08-10 02:00,0.0,4.0,13,10.0,57.0,59,43.0,49.0,0.0
2026-08-10 03:00,0.0,5.0,27,9.0,56.0,59,42.0,48.0,0.0
2026-08-10 04:00,0.0,6.0,45,13.0,57.0,58,42.0,49.0,0.0
2026-08-10 05:00,0.1,5.0,34,14.0,58.0,56,42.0,49.0,0.0
2026-08-10 06:00,1.0,5.0,26,11.0,57.0,59,43.0,49.0,0.0
2026-08-10 07:00,12.3,3.0,4,11.0,59.0,58,44.0,50.0,0.0
2026-08-10 08:00,30.4,6.0,46,13.0,62.0,54,45.0,52.0,0.0
2026-08-10 09:00,46.3,4.0,46,14.0,65.0,51,46.0,54.0,0.0
2026-08-10 10:00,60.2,1.0,321,13.0,68.0,49,48.0,56.0,0.0
2026-08-10 11:00,71.2,1.0,275,7.0,72.0,39,46.0,56.0,0.0
2026-08-10 12:00,77.9,2.0,273,8.0,74.0,34,44.0,56.0,0.0
2026-08-10 13:00,79.0,1.0,267,7.0,78.0,29,43.0,57.0,0.0
2026-08-10 14:00,77.2,1.0,294,8.0,79.0,23,38.0,55.0,0.0
2026-08-10 15:00,69.9,2.0,17,12.0,81.0,22,39.0,56.0,0.0
2026-08-10 16:00,58.3,2.0,261,12.0,80.0,22,38.0,56.0,0.0
2026-08-10 17:00,43.4,1.0,297,9.0,78.0,21,35.0,54.0,0.0
2026-08-10 18:00,26.5,1.0,256,8.0,75.0,26,38.0,54.0,0.0
2026-08-10 19:00,5.5,3.0,258,8.0,66.0,35,38.0,50.0,0.0
2026-08-10 20:00,0.2,2.0,325,8.0,62.0,42,39.0,49.0,0.0
2026-08-10 21:00,0.0,3.0,22,12.0,61.0,49,42.0,50.0,0.0
2026-08-10 22:00,0.0,1.0,267,10.0,59.0,58,44.0,50.0,0.0
2026-08-10 23:00,0.0,1.0,270,7.0,57.0,66,46.0,50.0,0.0
2026-08-11 00:00,0.0,2.0,261,8.0,56.0,71,47.0,51.0,0.0
2026-08-11 01:00,0.0,3.0,264,8.0,55.0,74,47.0,50.0,0.0
2026-08-11 02:00,0.0,2.0,299,6.0,54.0,79,48.0,50.0,0.0
2026-08-11 03:00,0.0,2.0,305,5.0,53.0,83,48.0,50.0,0.0
2026-08-11 04:00,0.0,3.0,278,6.0,51.0,86,47.0,49.0,0.0
2026-08-11 05:00,0.0,2.0,289,5.0,50.0,88,47.0,48.0,0.0
2026-08-11 06:00,1.2,1.0,311,4.0,50.0,90,47.0,48.0,0.0
2026-08-11 07:00,12.3,4.0,22,8.0,55.0,79,49.0,51.0,0.0
2026-08-11 08:00,29.4,5.0,41,8.0,59.0,71,50.0,53.0,0.0
2026-08-11 09:00,45.4,3.0,15,9.0,62.0,60,48.0,53.0,0.0
2026-08-11 10:00,59.2,2.0,300,7.0,68.0,50,49.0,56.0,0.0
2026-08-11 11:00,69.8,1.0,310,5.0,73.0,43,49.0,58.0,0.0
2026-08-11 12:00,75.9,2.0,271,6.0,74.0,40,48.0,58.0,0.0
2026-08-11 13:00,78.1,2.0,358,8.0,77.0,35,47.0,58.0,0.0
2026-08-11 14:00,75.3,2.0,327,11.0,80.0,28,44.0,58.0,0.0
2026-08-11 15:00,67.9,1.0,350,8.0,81.0,29,46.0,59.0,0.0
2026-08-11 16:00,56.3,2.0,67,8.0,81.0,31,48.0,60.0,0.0
2026-08-11 17:00,41.5,2.0,71,9.0,78.0,34,47.0,59.0,0.0
2026-08-11 18:00,25.3,1.0,289,7.0,74.0,47,53.0,60.0,0.0
2026-08-11 19:00,5.2,0.0,253,5.0,64.0,64,52.0,56.0,0.0
2026-08-11 20:00,0.2,1.0,269,3.0,59.0,73,50.0,54.0,0.0
2026-08-11 21:00,0.0,2.0,262,3.0,57.0,77,50.0,53.0,0.0
2026-08-11 22:00,0.0,1.0,270,4.0,56.0,79,50.0,52.0,0.0
2026-08-11 23:00,0.0,1.0,275,6.0,55.0,83,50.0,52.0,0.0
2026-08-12 00:00,0.0,2.0,270,6.0,54.0,85,50.0,51.0,0.0
2026-08-12 01:00,0.0,2.0,357,8.0,53.0,90,50.0,51.0,0.0
2026-08-12 02:00,0.0,2.0,0,5.0,52.0,94,50.0,51.0,0.0
2026-08-12 03:00,0.0,7.0,46,11.0,52.0,96,51.0,51.0,0.0
2026-08-12 04:00,0.0,4.0,43,11.0,52.0,96,51.0,51.0,0.0
2026-08-12 05:00,0.0,1.0,358,10.0,51.0,97,50.0,51.0,0.0
2026-08-12 06:00,1.5,7.0,49,11.0,52.0,97,51.0,51.0,0.0
2026-08-12 07:00,12.6,5.0,48,13.0,56.0,93,54.0,55.0,0.0
2026-08-12 08:00,28.7,3.0,57,9.0,61.0,79,54.0,57.0,0.0
2026-08-12 09:00,43.3,0.0,315,11.0,62.0,78,55.0,58.0,0.0
2026-08-12 10:00,58.1,1.0,315,6.0,65.0,71,55.0,59.0,0.0
2026-08-12 11:00,69.6,1.0,256,7.0,70.0,61,56.0,61.0,0.0
2026-08-12 12:00,76.0,2.0,341,7.0,72.0,56,55.0,61.0,0.0
2026-08-12 13:00,78.0,1.0,281,8.0,75.0,49,55.0,62.0,0.0
2026-08-12 14:00,75.4,1.0,354,8.0,76.0,43,52.0,60.0,0.0
2026-08-12 15:00,67.9,1.0,15,9.0,76.0,40,50.0,59.0,0.0
2026-08-12 16:00,56.3,2.0,208,10.0,77.0,40,51.0,60.0,0.0
2026-08-12 17:00,41.6,1.0,280,7.0,75.0,44,52.0,60.0,0.0
2026-08-12 18:00,25.1,1.0,275,7.0,72.0,50,52.0,59.0,0.0
2026-08-12 19:00,5.5,1.0,268,5.0,63.0,68,52.0,56.0,0.0
2026-08-12 20:00,0.1,3.0,266,6.0,58.0,86,54.0,55.0,0.0
2026-08-12 21:00,0.0,2.0,253,5.0,55.0,92,53.0,54.0,0.0
2026-08-12 22:00,0.0,0.0,330,3.0,55.0,95,54.0,54.0,0.0
2026-08-12 23:00,0.0,1.0,280,7.0,55.0,94,53.0,54.0,0.0
2026-08-13 00:00,0.0,0.0,292,7.0,55.0,95,54.0,54.0,0.0
2026-08-13 01:00,0.0,0.0,311,4.0,54.0,96,53.0,53.0,0.0
2026-08-13 02:00,0.0,1.0,309,4.0,53.0,97,52.0,52.0,0.0
2026-08-13 03:00,0.0,1.0,13,6.0,53.0,97,52.0,52.0,0.0
2026-08-13 04:00,0.0,0.0,301,4.0,52.0,97,51.0,51.0,0.0
2026-08-13 05:00,0.0,0.0,336,4.0,52.0,98,51.0,52.0,0.0
2026-08-13 06:00,1.1,0.0,262,3.0,52.0,98,51.0,52.0,0.0
2026-08-13 07:00,6.2,0.0,290,4.0,53.0,98,52.0,53.0,0.0
2026-08-13 08:00,16.9,1.0,303,6.0,56.0,94,54.0,55.0,0.0
2026-08-13 09:00,29.8,1.0,354,10.0,58.0,84,53.0,55.0,0.0
2026-08-13 10:00,37.7,1.0,281,6.0,60.0,82,54.0,56.0,0.0
2026-08-13 11:00,59.6,1.0,288,4.0,64.0,72,55.0,58.0,0.0
2026-08-13 12:00,76.2,2.0,270,6.0,66.0,68,55.0,59.0,0.0
2026-08-13 13:00,78.2,3.0,269,10.0,69.0,59,54.0,59.0,0.0
2026-08-13 14:00,75.6,1.0,286,8.0,73.0,48,52.0,60.0,0.0
2026-08-13 15:00,68.2,2.0,346,6.0,75.0,44,52.0,60.0,0.0
2026-08-13 16:00,56.4,1.0,277,8.0,77.0,43,53.0,61.0,0.0
2026-08-13 17:00,41.9,2.0,287,11.0,73.0,53,55.0,61.0,0.0
2026-08-13 18:00,24.5,1.0,77,7.0,70.0,61,56.0,61.0,0.0
2026-08-13 19:00,5.4,3.0,268,4.0,59.0,80,53.0,55.0,0.0
2026-08-13 20:00,0.1,2.0,257,6.0,55.0,86,51.0,52.0,0.0
2026-08-13 21:00,0.0,3.0,260,5.0,55.0,85,51.0,52.0,0.0
2026-08-13 22:00,0.0,2.0,18,4.0,54.0,88,51.0,52.0,0.0
2026-08-13 23:00,0.0,5.0,34,8.0,55.0,86,51.0,52.0,0.0
2026-08-14 00:00,0.0,4.0,34,7.0,54.0,89,51.0,52.0,0.0
2026-08-14 01:00,0.0,3.0,41,6.0,52.0,92,50.0,51.0,0.0
2026-08-14 02:00,0.0,5.0,31,9.0,53.0,90,50.0,51.0,0.0
2026-08-14 03:00,0.0,7.0,38,9.0,53.0,91,50.0,51.0,0.0
2026-08-14 04:00,0.0,7.0,31,10.0,53.0,93,51.0,52.0,0.0
2026-08-14 05:00,0.0,8.0,37,10.0,53.0,93,51.0,52.0,0.0
2026-08-14 06:00,1.3,3.0,58,10.0,54.0,95,53.0,53.0,0.0
2026-08-14 07:00,12.1,2.0,80,6.0,61.0,79,54.0,57.0,0.0
2026-08-14 08:00,29.0,3.0,83,7.0,62.0,74,54.0,57.0,0.0
2026-08-14 09:00,45.1,2.0,108,8.0,66.0,65,54.0,58.0,0.0
2026-08-14 10:00,58.5,3.0,160,6.0,67.0,64,54.0,59.0,0.0
2026-08-14 11:00,69.3,3.0,227,7.0,67.0,65,55.0,59.0,0.0
2026-08-14 12:00,74.7,1.0,316,7.0,70.0,59,55.0,60.0,0.0
2026-08-14 13:00,76.4,4.0,269,8.0,70.0,57,54.0,60.0,0.0
2026-08-14 14:00,72.2,3.0,270,9.0,72.0,54,54.0,60.0,0.0
2026-08-14 15:00,63.1,2.0,283,8.0,74.0,51,55.0,61.0,0.0
2026-08-14 16:00,49.7,2.0,284,8.0,72.0,55,55.0,61.0,0.0
2026-08-14 17:00,30.0,1.0,255,7.0,68.0,63,55.0,59.0,0.0
